order_id,user_id,order_timestamp,order_value,discount_amount,shipping_cost,payment_method,delivery_type,is_first_order
3763,9840,2025-09-13,132.04,23.81,0.09,paypal,express_shipping,0
3764,3761,2025-10-07,136.32,6.01,11.37,credit_card,express_shipping,0
3765,5338,2024-04-09,88.18,9.16,1.79,credit_card,standard_shipping,1
3766,6826,2025-01-16,248.95,16.66,11.28,credit_card,express_shipping,1
3767,2431,2025-07-09,32.82,24.36,11.08,apple_pay,express_shipping,1
3768,2565,2026-02-24,182.24,3.69,2.87,apple_pay,express_shipping,1
3769,9051,2026-03-27,75.64,33.6,11.37,credit_card,express_shipping,1
3770,9833,2026-03-07,79.24,18.93,6.0,paypal,standard_shipping,1
3771,8415,2025-01-13,56.67,7.8,14.53,apple_pay,express_shipping,1
3772,10326,2024-03-20,93.32,30.46,0.27,credit_card,express_shipping,0
3773,170,2025-11-20,21.8,4.66,2.12,apple_pay,standard_shipping,1
3774,8450,2025-04-12,180.51,13.79,6.43,apple_pay,standard_shipping,1
3775,5798,2024-03-10,73.62,19.35,13.98,apple_pay,express_shipping,1
3776,1983,2025-10-12,173.78,1.63,9.21,apple_pay,express_shipping,0
3777,9750,2025-01-30,107.36,0.82,12.17,paypal,express_shipping,1
3778,11455,2026-07-12,240.52,19.73,7.63,paypal,standard_shipping,0
3779,8688,2025-12-19,228.94,24.44,7.54,credit_card,standard_shipping,0
3780,1393,2025-01-05,137.8,35.45,11.29,paypal,standard_shipping,0
3781,10616,2026-05-01,80.12,32.64,4.73,paypal,standard_shipping,0
3782,5393,2024-12-30,73.42,33.41,8.81,paypal,standard_shipping,1
3783,11258,2024-04-28,78.82,17.86,4.57,credit_card,standard_shipping,1
3784,7008,2024-07-09,108.32,18.01,4.57,credit_card,standard_shipping,1
3785,1113,2025-04-24,225.53,37.79,2.82,apple_pay,standard_shipping,1
3786,4160,2025-05-20,214.85,32.56,6.24,paypal,express_shipping,0
3787,2809,2026-05-10,167.26,11.6,1.4,paypal,standard_shipping,0
3788,5343,2026-01-15,57.49,1.88,0.03,credit_card,express_shipping,0
3789,10563,2024-03-14,83.63,5.48,4.07,paypal,standard_shipping,0
3790,9419,2025-09-05,150.81,20.07,6.16,apple_pay,express_shipping,0
3791,9195,2024-03-27,163.47,28.37,7.97,apple_pay,express_shipping,1
3792,9208,2024-07-23,112.54,1.42,5.12,credit_card,express_shipping,0
3793,8366,2025-11-09,66.64,37.91,7.07,credit_card,express_shipping,1
3794,7951,2026-05-06,243.74,19.88,8.52,credit_card,express_shipping,0
3795,1793,2024-08-18,60.36,31.67,4.75,paypal,express_shipping,0
3796,10700,2026-03-22,212.49,38.1,5.26,paypal,standard_shipping,1
3797,5446,2025-09-01,120.32,33.03,7.71,paypal,express_shipping,0
3798,7756,2026-04-18,107.77,16.34,2.94,apple_pay,express_shipping,0
3799,5052,2025-11-09,225.34,39.38,7.05,paypal,standard_shipping,1
3800,8107,2026-04-26,100.93,22.77,12.43,paypal,express_shipping,1
3801,5090,2025-07-06,140.74,5.23,10.6,paypal,express_shipping,0
3802,3613,2024-08-12,185.71,23.89,6.95,apple_pay,standard_shipping,0
3803,10041,2026-02-02,98.35,15.86,4.04,paypal,express_shipping,1
3804,6927,2024-07-26,44.1,31.55,9.04,apple_pay,standard_shipping,0
3805,6869,2024-12-22,43.46,0.64,0.39,apple_pay,express_shipping,1
3806,1615,2025-06-29,178.44,22.32,2.18,paypal,express_shipping,1
3807,8502,2026-06-04,240.46,22.45,7.19,credit_card,standard_shipping,0
3808,9811,2024-07-04,17.62,24.16,0.29,paypal,express_shipping,0
3809,1031,2026-09-15,150.87,23.39,6.76,apple_pay,express_shipping,1
3810,8564,2025-05-23,150.62,11.29,2.83,apple_pay,standard_shipping,0
3811,4128,2024-12-10,80.26,19.72,12.5,credit_card,express_shipping,1
3812,5614,2025-11-24,223.48,6.85,12.78,credit_card,express_shipping,1
3813,11282,2024-06-13,126.8,26.16,7.4,paypal,express_shipping,0
3814,2211,2025-10-23,22.54,2.63,6.17,paypal,standard_shipping,1
3815,2223,2024-09-19,243.85,7.03,10.44,apple_pay,standard_shipping,0
3816,11822,2025-11-19,90.34,11.1,7.1,credit_card,standard_shipping,1
3817,5396,2024-05-18,244.24,0.31,3.78,credit_card,standard_shipping,0
3818,9829,2025-02-02,128.24,30.14,12.96,paypal,express_shipping,1
3819,8997,2024-03-26,206.84,28.84,6.3,credit_card,standard_shipping,0
3820,2005,2026-07-12,174.31,19.08,3.59,paypal,express_shipping,1
3821,5320,2025-11-03,126.75,33.34,5.56,paypal,standard_shipping,1
3822,964,2024-04-26,155.53,31.3,6.17,paypal,standard_shipping,1
3823,5158,2025-06-06,69.8,21.84,6.9,apple_pay,standard_shipping,0
3824,6767,2025-02-03,101.67,6.88,0.57,credit_card,standard_shipping,1
3825,909,2026-01-21,53.68,17.99,0.95,apple_pay,standard_shipping,0
3826,6409,2026-08-07,219.24,25.49,2.95,credit_card,express_shipping,1
3827,10907,2024-10-14,173.97,9.81,9.52,credit_card,express_shipping,1
3828,7379,2024-11-04,200.46,1.52,13.31,credit_card,standard_shipping,1
3829,7126,2025-10-09,212.49,23.39,5.0,apple_pay,standard_shipping,1
3830,8607,2026-10-23,76.29,35.03,1.12,paypal,standard_shipping,1
3831,9968,2025-11-06,202.51,29.49,6.24,paypal,standard_shipping,1
3832,3439,2025-10-06,232.01,12.56,14.25,credit_card,express_shipping,0
3833,11905,2024-04-07,140.1,6.42,5.96,apple_pay,express_shipping,1
3834,10149,2024-02-26,245.03,36.13,9.08,paypal,standard_shipping,1
3835,11614,2024-09-16,117.99,19.65,7.41,paypal,express_shipping,1
3836,11873,2025-04-08,57.4,39.8,3.15,credit_card,express_shipping,0
3837,5095,2024-10-24,44.97,1.18,14.3,apple_pay,express_shipping,1
3838,6751,2025-09-12,113.91,30.23,8.4,credit_card,express_shipping,1
3839,7896,2025-02-16,134.95,33.03,4.75,apple_pay,express_shipping,1
3840,7167,2025-10-15,23.7,6.91,11.33,apple_pay,standard_shipping,1
3841,10630,2025-04-14,195.0,5.27,7.33,apple_pay,express_shipping,1
3842,9165,2024-02-01,142.09,23.57,8.45,credit_card,express_shipping,0
3843,9002,2024-05-02,186.37,22.24,5.11,credit_card,express_shipping,0
3844,6240,2024-09-14,111.36,19.59,10.34,apple_pay,express_shipping,0
3845,10970,2024-04-29,171.14,11.04,11.89,credit_card,standard_shipping,1
3846,11926,2026-12-10,217.32,8.02,10.73,paypal,standard_shipping,0
3847,9133,2026-02-07,87.2,8.48,11.9,apple_pay,express_shipping,0
3848,7782,2025-01-18,44.73,14.87,4.41,credit_card,express_shipping,1
3849,9634,2025-11-27,101.63,26.75,3.25,paypal,standard_shipping,1
3850,10340,2024-08-21,86.31,25.98,14.19,apple_pay,standard_shipping,0
3851,9681,2025-09-09,69.14,4.92,14.25,credit_card,standard_shipping,0
3852,10360,2024-02-22,231.1,39.4,6.55,credit_card,express_shipping,1
3853,11768,2024-09-10,63.91,37.91,0.57,credit_card,express_shipping,1
3854,1083,2024-03-09,84.29,32.35,12.31,paypal,standard_shipping,1
3855,11132,2025-09-01,116.17,29.59,14.72,apple_pay,express_shipping,1
3856,8187,2024-10-02,19.82,20.64,13.06,apple_pay,express_shipping,0
3857,8227,2026-02-20,235.11,0.66,0.56,apple_pay,standard_shipping,0
3858,1587,2025-01-08,145.96,26.02,2.92,paypal,express_shipping,1
3859,1490,2025-01-21,64.16,9.01,12.65,paypal,standard_shipping,1
3860,7902,2025-02-10,172.54,3.24,7.96,apple_pay,express_shipping,0
3861,3575,2025-09-30,204.15,16.36,10.94,credit_card,express_shipping,0
3862,4846,2026-03-04,65.61,10.12,14.54,paypal,standard_shipping,1
3863,2302,2025-10-13,48.09,26.9,4.13,paypal,express_shipping,0
3864,4128,2026-12-11,41.12,35.93,11.16,paypal,express_shipping,0
3865,9567,2026-07-18,243.48,19.33,9.52,paypal,express_shipping,0
3866,11278,2026-01-15,153.97,5.77,14.65,apple_pay,standard_shipping,1
3867,5405,2025-03-25,235.91,7.96,10.77,paypal,express_shipping,1
3868,4684,2025-11-02,208.95,19.06,10.94,paypal,express_shipping,0
3869,5854,2025-09-17,234.81,28.68,0.16,apple_pay,standard_shipping,0
3870,4826,2026-08-04,79.17,8.78,2.23,credit_card,standard_shipping,1
3871,9617,2024-01-27,77.76,21.78,6.33,apple_pay,express_shipping,0
3872,2164,2026-03-28,56.62,2.55,10.97,paypal,standard_shipping,1
3873,136,2024-10-20,94.37,26.24,8.23,paypal,standard_shipping,0
3874,7590,2025-10-28,24.94,12.56,5.7,credit_card,express_shipping,1
3875,9736,2024-06-22,208.29,3.41,4.13,apple_pay,standard_shipping,1
3876,10946,2025-01-11,126.73,35.34,11.97,paypal,standard_shipping,0
3877,10921,2024-06-19,49.57,21.65,7.6,apple_pay,standard_shipping,1
3878,968,2024-11-27,246.12,24.0,13.17,credit_card,express_shipping,1
3879,7465,2024-07-03,222.74,36.7,10.24,credit_card,express_shipping,0
3880,2750,2025-05-27,94.83,14.57,8.69,paypal,standard_shipping,0
3881,6101,2024-12-27,120.18,19.32,2.46,credit_card,standard_shipping,0
3882,9664,2026-04-27,201.59,32.13,1.09,apple_pay,express_shipping,0
3883,1637,2026-01-29,55.56,21.15,0.34,apple_pay,express_shipping,1
3884,7503,2026-03-18,106.38,28.06,4.24,credit_card,standard_shipping,0
3885,1979,2025-10-29,134.31,5.57,0.31,apple_pay,standard_shipping,0
3886,4226,2026-01-22,138.42,20.5,8.23,paypal,standard_shipping,0
3887,842,2024-06-27,185.66,6.91,7.21,credit_card,express_shipping,0
3888,10121,2024-01-20,119.29,38.55,8.26,paypal,standard_shipping,1
3889,11970,2026-12-01,108.09,16.44,11.05,apple_pay,express_shipping,0
3890,7334,2026-12-19,208.52,38.85,2.99,credit_card,express_shipping,0
3891,3508,2026-10-02,145.38,2.46,14.85,paypal,standard_shipping,1
3892,3552,2024-02-19,89.2,24.65,12.69,apple_pay,express_shipping,0
3893,5966,2025-07-21,232.03,19.38,3.17,apple_pay,standard_shipping,1
3894,163,2024-03-16,196.42,13.9,1.91,credit_card,standard_shipping,1
3895,5472,2024-01-05,94.27,20.76,10.52,apple_pay,standard_shipping,0
3896,8012,2026-11-15,201.4,30.28,3.25,paypal,express_shipping,1
3897,4486,2024-06-03,77.65,26.77,3.01,apple_pay,standard_shipping,0
3898,6801,2026-08-01,113.28,14.05,7.02,credit_card,express_shipping,0
3899,1676,2024-07-07,44.84,26.76,11.46,paypal,standard_shipping,1
3900,10161,2025-07-16,23.05,3.14,4.98,apple_pay,express_shipping,1
3901,11727,2026-04-13,153.08,23.19,7.32,paypal,standard_shipping,0
3902,1054,2024-04-23,78.32,20.41,11.58,apple_pay,express_shipping,0
3903,5555,2025-12-16,111.49,30.79,3.14,credit_card,express_shipping,0
3904,8297,2026-09-04,135.87,8.63,12.45,apple_pay,express_shipping,1
3905,7500,2024-04-19,69.77,8.86,11.99,apple_pay,express_shipping,1
3906,10930,2024-12-19,55.19,16.6,3.47,apple_pay,express_shipping,0
3907,6851,2026-05-26,132.38,27.49,0.09,apple_pay,express_shipping,0
3908,714,2024-04-04,238.27,9.15,12.17,apple_pay,standard_shipping,1
3909,5611,2025-04-18,175.16,13.91,8.91,paypal,standard_shipping,1
3910,11884,2026-02-02,88.73,7.05,13.2,credit_card,express_shipping,0
3911,682,2025-12-12,217.45,23.4,11.7,paypal,express_shipping,0
3912,180,2024-11-01,75.67,37.1,6.84,credit_card,standard_shipping,1
3913,3764,2026-01-28,91.55,20.7,14.18,paypal,express_shipping,0
3914,8432,2024-05-05,118.52,31.58,0.79,paypal,express_shipping,0
3915,6689,2024-11-30,82.29,34.07,13.69,paypal,standard_shipping,0
3916,6837,2024-09-30,192.75,13.32,13.44,credit_card,standard_shipping,1
3917,2457,2026-06-10,94.2,11.77,5.61,credit_card,express_shipping,1
3918,2146,2026-02-03,190.22,5.16,0.27,credit_card,standard_shipping,1
3919,7632,2024-01-26,121.91,7.63,5.83,apple_pay,standard_shipping,1
3920,560,2026-07-17,100.01,32.4,7.31,credit_card,express_shipping,0
3921,2223,2026-08-24,178.76,37.28,5.8,credit_card,standard_shipping,0
3922,10935,2026-11-14,169.03,20.17,11.6,apple_pay,express_shipping,0
3923,1175,2026-10-02,135.08,10.72,4.87,credit_card,express_shipping,0
3924,11267,2025-12-07,248.38,12.05,7.38,apple_pay,standard_shipping,1
3925,3076,2024-05-31,71.27,34.63,9.99,paypal,express_shipping,1
3926,8236,2024-09-14,169.48,12.64,5.41,paypal,express_shipping,1
3927,3943,2025-09-22,234.48,2.24,11.54,paypal,standard_shipping,1
3928,8711,2026-05-12,94.13,27.89,4.35,apple_pay,express_shipping,0
3929,8057,2024-10-19,221.13,17.51,11.68,apple_pay,express_shipping,0
3930,7140,2025-05-10,77.25,5.46,3.62,apple_pay,standard_shipping,1
3931,10366,2024-09-25,129.1,39.78,7.03,apple_pay,standard_shipping,1
3932,9310,2026-09-16,80.29,8.92,14.6,paypal,standard_shipping,1
3933,3256,2026-02-15,177.37,28.33,12.04,apple_pay,standard_shipping,1
3934,11536,2025-03-01,166.59,3.29,10.76,apple_pay,express_shipping,1
3935,6523,2025-07-01,190.03,5.34,6.87,apple_pay,express_shipping,1
3936,2274,2026-02-25,228.09,23.46,9.13,apple_pay,standard_shipping,0
3937,266,2025-08-03,172.48,38.26,5.51,credit_card,express_shipping,0
3938,4792,2024-03-20,170.39,4.44,11.12,credit_card,express_shipping,1
3939,2974,2026-12-20,197.83,28.26,14.52,credit_card,express_shipping,0
3940,9749,2024-03-26,110.33,7.42,10.14,paypal,standard_shipping,1
3941,11947,2024-04-12,46.03,38.95,11.11,credit_card,standard_shipping,0
3942,258,2025-01-16,18.46,6.85,4.99,credit_card,express_shipping,0
3943,6004,2026-11-03,138.38,18.29,12.67,credit_card,standard_shipping,1
3944,7319,2025-10-11,30.5,29.39,1.91,paypal,express_shipping,1
3945,11674,2025-11-23,167.36,23.66,8.31,credit_card,express_shipping,0
3946,8613,2024-04-03,89.46,3.31,11.44,paypal,express_shipping,1
3947,10000,2026-09-08,232.41,21.25,9.82,credit_card,express_shipping,1
3948,161,2024-03-27,107.22,16.42,1.27,apple_pay,standard_shipping,1
3949,7304,2024-08-08,20.26,4.48,11.14,credit_card,standard_shipping,1
3950,412,2025-08-23,33.4,7.54,6.0,paypal,express_shipping,0
3951,7621,2026-11-28,173.87,24.37,0.9,paypal,standard_shipping,1
3952,10290,2025-04-27,181.81,20.76,2.03,paypal,express_shipping,1
3953,4140,2026-01-10,166.64,30.96,11.93,credit_card,express_shipping,0
3954,5944,2026-10-24,79.65,22.79,10.06,apple_pay,standard_shipping,0
3955,6941,2026-02-13,184.86,27.45,13.85,apple_pay,standard_shipping,0
3956,11096,2025-11-29,44.02,34.49,6.09,paypal,standard_shipping,0
3957,10690,2025-09-05,38.38,4.12,1.39,apple_pay,standard_shipping,0
3958,5112,2026-10-03,111.86,15.56,2.65,apple_pay,express_shipping,0
3959,11224,2024-11-20,137.57,19.54,10.55,credit_card,standard_shipping,1
3960,3127,2024-10-08,188.09,14.4,6.93,paypal,standard_shipping,1
3961,8090,2026-05-02,144.73,1.37,12.81,apple_pay,express_shipping,0
3962,6679,2024-04-03,203.01,26.53,1.29,apple_pay,standard_shipping,0
3963,1233,2025-01-15,50.18,17.01,5.47,paypal,standard_shipping,0
3964,4976,2026-01-01,77.33,22.02,0.08,credit_card,express_shipping,0
3965,7477,2026-12-13,97.48,35.38,4.25,apple_pay,standard_shipping,0
3966,8236,2025-01-16,98.21,9.76,12.08,credit_card,standard_shipping,1
3967,8912,2026-04-11,191.62,11.87,6.33,apple_pay,express_shipping,0
3968,2255,2026-10-13,209.81,3.16,12.19,credit_card,express_shipping,0
3969,1877,2025-09-03,247.58,12.55,3.14,apple_pay,express_shipping,1
3970,3219,2025-09-02,234.21,25.18,1.32,credit_card,express_shipping,1
3971,7842,2024-08-21,156.53,5.43,8.57,paypal,express_shipping,1
3972,4578,2025-10-03,109.13,30.76,0.23,paypal,standard_shipping,1
3973,505,2024-12-21,146.65,4.14,5.11,paypal,express_shipping,0
3974,2993,2026-07-25,181.96,4.06,5.47,paypal,standard_shipping,1
3975,3909,2025-04-15,172.92,0.46,4.38,paypal,express_shipping,0
3976,249,2024-07-31,222.37,32.22,9.02,paypal,express_shipping,0
3977,3745,2025-04-05,38.64,20.6,6.68,paypal,standard_shipping,1
3978,5099,2025-01-27,208.51,30.9,1.9,credit_card,standard_shipping,0
3979,1517,2025-01-06,117.93,16.64,12.27,apple_pay,express_shipping,0
3980,3534,2026-06-01,178.98,18.49,9.79,credit_card,express_shipping,0
3981,4393,2025-10-20,24.88,23.1,5.11,credit_card,express_shipping,0
3982,6295,2025-09-02,229.88,32.43,11.88,credit_card,standard_shipping,0
3983,7416,2024-12-24,102.37,28.84,5.28,paypal,express_shipping,0
3984,2863,2024-03-23,132.31,26.19,9.64,paypal,standard_shipping,1
3985,10033,2024-10-13,202.1,37.51,7.31,apple_pay,express_shipping,1
3986,7456,2026-05-14,84.31,10.32,3.31,apple_pay,standard_shipping,0
3987,950,2025-11-16,171.42,23.12,1.78,paypal,standard_shipping,0
3988,1237,2025-04-22,80.21,14.15,0.55,paypal,standard_shipping,0
3989,11613,2024-05-09,67.41,36.12,6.54,apple_pay,standard_shipping,0
3990,5598,2025-06-21,219.39,33.09,1.4,apple_pay,standard_shipping,0
3991,333,2025-03-14,119.83,31.12,3.46,paypal,standard_shipping,1
3992,4254,2024-11-25,55.77,34.04,0.88,paypal,express_shipping,0
3993,44,2025-04-16,164.17,30.95,2.64,paypal,express_shipping,0
3994,10620,2024-09-01,206.1,39.76,1.59,paypal,express_shipping,1
3995,8425,2024-08-04,209.26,6.88,11.77,apple_pay,express_shipping,1
3996,1494,2024-11-14,128.34,1.63,8.98,paypal,standard_shipping,0
3997,2604,2024-11-07,168.17,37.24,8.67,paypal,standard_shipping,1
3998,7971,2024-08-02,64.44,37.54,7.59,apple_pay,standard_shipping,0
3999,2171,2025-12-03,68.99,3.36,6.41,credit_card,standard_shipping,0
4000,6190,2026-03-08,217.99,35.76,9.39,paypal,standard_shipping,1
4001,11572,2025-05-01,86.77,8.22,5.18,credit_card,standard_shipping,0
4002,837,2025-02-07,219.39,5.77,2.35,paypal,standard_shipping,0
4003,651,2024-08-21,159.38,7.32,9.97,apple_pay,express_shipping,1
4004,7832,2024-01-26,31.66,23.31,2.8,paypal,standard_shipping,0
4005,4934,2024-01-21,142.11,20.47,2.04,apple_pay,express_shipping,1
4006,2887,2026-02-13,153.67,32.42,5.71,apple_pay,express_shipping,0
4007,6214,2026-08-22,200.52,7.09,6.55,apple_pay,express_shipping,1
4008,10464,2025-04-28,99.56,4.45,11.97,apple_pay,express_shipping,0
4009,2798,2024-08-19,66.8,35.02,7.49,credit_card,express_shipping,1
4010,4153,2025-09-21,121.0,15.35,14.31,paypal,standard_shipping,1
4011,11870,2026-09-11,67.02,5.33,14.88,apple_pay,standard_shipping,0
4012,9107,2025-01-12,77.77,30.45,14.45,paypal,express_shipping,0
4013,500,2024-12-10,243.16,10.73,1.24,apple_pay,standard_shipping,0
4014,4840,2026-06-23,99.47,17.32,1.16,credit_card,standard_shipping,1
4015,575,2026-11-28,62.32,17.34,13.73,credit_card,standard_shipping,0
4016,8415,2025-06-02,180.21,31.5,7.12,paypal,express_shipping,1
4017,9198,2025-04-14,186.21,21.07,14.81,credit_card,express_shipping,1
4018,10394,2024-12-06,68.84,17.25,7.35,credit_card,express_shipping,1
4019,7390,2026-01-13,190.88,19.04,10.55,credit_card,express_shipping,1
4020,5013,2025-05-24,25.3,29.24,12.03,apple_pay,express_shipping,0
4021,2959,2026-01-18,227.24,39.61,14.03,paypal,standard_shipping,0
4022,7457,2024-08-25,161.84,6.17,9.07,credit_card,express_shipping,0
4023,10140,2026-05-31,54.24,31.03,12.2,apple_pay,express_shipping,1
4024,4462,2026-10-28,130.74,29.64,3.81,credit_card,standard_shipping,0
4025,6206,2024-04-29,194.27,19.16,7.35,credit_card,express_shipping,1
4026,9516,2024-05-17,146.72,21.7,7.59,credit_card,standard_shipping,0
4027,7708,2025-05-26,65.98,31.11,2.94,paypal,express_shipping,0
4028,5778,2026-06-24,81.09,1.95,1.81,apple_pay,express_shipping,1
4029,761,2026-03-14,99.42,27.52,12.9,paypal,express_shipping,0
4030,3742,2026-02-08,50.14,37.16,13.54,credit_card,express_shipping,1
4031,11645,2025-05-26,191.97,1.83,14.11,credit_card,express_shipping,0
4032,10479,2025-05-02,20.4,20.41,6.38,paypal,express_shipping,1
4033,520,2024-07-28,18.63,5.05,14.36,credit_card,standard_shipping,1
4034,7674,2026-02-07,188.46,21.2,5.33,credit_card,standard_shipping,0
4035,6489,2024-08-20,216.55,35.02,1.86,paypal,standard_shipping,0
4036,5710,2026-10-01,64.81,31.06,13.07,paypal,standard_shipping,1
4037,1223,2024-01-14,80.91,7.2,8.66,credit_card,standard_shipping,1
4038,9752,2025-08-14,184.17,2.42,13.7,paypal,express_shipping,1
4039,11381,2026-03-04,151.32,34.89,1.32,paypal,express_shipping,1
4040,7384,2024-01-07,223.19,17.22,8.98,apple_pay,standard_shipping,0
4041,3864,2024-09-13,25.39,21.95,5.0,apple_pay,standard_shipping,1
4042,2413,2026-10-05,215.75,7.92,2.41,apple_pay,standard_shipping,1
4043,8696,2025-01-21,68.66,2.25,1.1,paypal,express_shipping,0
4044,7700,2026-06-10,234.48,35.06,1.26,paypal,express_shipping,1
4045,11360,2024-04-21,40.05,21.05,3.05,paypal,express_shipping,0
4046,5790,2024-07-16,39.33,27.21,4.75,apple_pay,express_shipping,1
4047,2824,2026-07-04,85.18,33.35,5.64,paypal,express_shipping,1
4048,1707,2026-11-03,57.71,32.08,1.18,paypal,express_shipping,1
4049,7225,2025-02-06,145.41,32.58,7.52,apple_pay,express_shipping,1
4050,4558,2025-10-28,219.9,28.92,8.34,credit_card,express_shipping,1
4051,2705,2025-12-27,37.16,8.4,12.02,credit_card,express_shipping,0
4052,5895,2024-01-01,84.25,36.19,5.18,credit_card,standard_shipping,1
4053,280,2026-07-31,65.02,20.82,12.8,credit_card,express_shipping,1
4054,7483,2025-03-24,229.26,15.09,0.94,credit_card,standard_shipping,1
4055,8758,2025-03-21,219.6,17.14,8.61,paypal,standard_shipping,0
4056,6321,2026-01-27,92.22,25.93,0.53,apple_pay,express_shipping,0
4057,9922,2025-11-14,152.22,6.03,1.95,credit_card,express_shipping,1
4058,10319,2024-06-29,192.61,5.53,3.14,paypal,standard_shipping,1
4059,10024,2024-01-02,20.01,20.63,7.0,credit_card,standard_shipping,0
4060,7935,2025-05-22,204.84,12.28,8.93,credit_card,express_shipping,0
4061,284,2026-02-10,203.78,14.01,14.25,credit_card,express_shipping,0
4062,4147,2026-03-28,118.27,17.82,3.73,credit_card,express_shipping,1
4063,10685,2026-10-28,21.92,26.07,1.07,apple_pay,express_shipping,0
4064,5585,2026-10-25,233.57,10.42,14.52,apple_pay,express_shipping,1
4065,68,2026-08-20,64.47,32.8,10.43,apple_pay,express_shipping,0
4066,747,2024-02-01,67.13,21.09,7.16,credit_card,standard_shipping,1
4067,4294,2025-09-19,159.35,4.52,3.1,apple_pay,express_shipping,1
4068,4464,2026-09-30,129.49,1.61,1.37,paypal,express_shipping,0
4069,2969,2026-04-29,187.89,38.24,4.57,paypal,express_shipping,1
4070,5553,2026-06-09,32.31,33.02,5.38,credit_card,standard_shipping,1
4071,45,2025-10-13,150.11,35.96,5.53,apple_pay,express_shipping,1
4072,10926,2025-11-10,213.81,8.41,13.2,paypal,standard_shipping,0
4073,10603,2024-11-25,113.36,4.75,4.81,credit_card,express_shipping,0
4074,1005,2025-08-16,69.16,26.25,13.55,credit_card,standard_shipping,0
4075,10601,2026-10-31,59.85,35.97,13.9,apple_pay,standard_shipping,1
4076,8854,2025-02-02,165.32,14.39,8.77,apple_pay,express_shipping,1
4077,7493,2026-01-12,182.51,32.16,0.12,paypal,standard_shipping,1
4078,8960,2026-10-31,118.16,1.54,12.84,apple_pay,standard_shipping,0
4079,7685,2024-04-12,242.43,20.55,1.03,apple_pay,standard_shipping,0
4080,6727,2026-12-18,23.75,22.14,9.69,paypal,express_shipping,1
4081,6574,2026-12-10,209.15,38.27,9.12,apple_pay,express_shipping,0
4082,8992,2024-02-22,246.02,14.41,8.82,credit_card,express_shipping,1
4083,104,2025-09-09,127.74,19.23,4.66,apple_pay,standard_shipping,1
4084,8282,2026-07-17,140.61,30.92,2.81,credit_card,express_shipping,0
4085,11896,2024-03-11,149.59,11.34,8.28,paypal,standard_shipping,1
4086,7139,2024-04-27,240.71,29.46,3.3,apple_pay,express_shipping,0
4087,11652,2024-07-23,241.32,18.14,13.08,credit_card,express_shipping,0
4088,4010,2025-10-07,189.5,3.62,0.69,paypal,express_shipping,0
4089,10759,2024-03-18,117.05,22.03,6.73,credit_card,standard_shipping,0
4090,7292,2026-07-27,109.5,32.27,14.17,paypal,standard_shipping,1
4091,11908,2026-03-06,93.5,31.77,8.53,paypal,standard_shipping,0
4092,3461,2025-10-07,23.12,16.82,6.75,apple_pay,express_shipping,1
4093,1601,2026-05-17,161.73,8.53,5.27,paypal,express_shipping,1
4094,8208,2026-04-06,200.85,28.61,7.09,credit_card,express_shipping,1
4095,11098,2025-12-04,239.07,9.06,4.25,apple_pay,express_shipping,0
4096,401,2024-03-23,199.31,34.23,4.53,paypal,standard_shipping,1
4097,2796,2026-12-18,101.95,32.58,4.55,apple_pay,express_shipping,1
4098,2666,2026-03-17,225.97,18.4,12.45,credit_card,standard_shipping,0
4099,6893,2026-05-25,83.32,7.04,3.59,apple_pay,express_shipping,1
4100,4740,2026-06-02,101.86,19.7,0.99,paypal,standard_shipping,0
4101,8246,2024-07-05,221.64,1.49,7.74,credit_card,express_shipping,1
4102,1471,2025-04-18,163.23,27.69,8.97,apple_pay,standard_shipping,1
4103,3381,2025-08-16,35.39,29.04,10.56,credit_card,express_shipping,0
4104,8115,2026-12-21,223.56,23.13,4.08,apple_pay,express_shipping,0
4105,2709,2025-02-27,34.36,24.31,1.77,paypal,standard_shipping,0
4106,10736,2025-04-30,106.34,11.63,6.14,credit_card,express_shipping,0
4107,4387,2026-10-10,44.51,23.08,7.13,credit_card,standard_shipping,1
4108,8537,2026-09-12,27.25,17.62,7.63,apple_pay,express_shipping,0
4109,7340,2025-10-16,196.01,15.95,4.72,credit_card,express_shipping,1
4110,10996,2025-07-28,207.34,34.67,9.41,paypal,standard_shipping,0
4111,4830,2025-02-12,232.22,4.3,7.04,apple_pay,standard_shipping,0
4112,10913,2024-07-09,152.18,35.79,12.92,credit_card,express_shipping,0
4113,1506,2024-12-11,106.99,28.72,1.65,credit_card,express_shipping,1
4114,9587,2025-04-08,197.69,17.87,12.78,credit_card,standard_shipping,0
4115,7797,2025-11-02,244.53,33.69,5.65,credit_card,standard_shipping,0
4116,8479,2025-04-13,197.58,31.24,8.92,paypal,express_shipping,0
4117,4523,2026-12-09,159.02,6.35,9.4,credit_card,standard_shipping,0
4118,1242,2024-11-12,228.5,16.22,9.0,credit_card,standard_shipping,1
4119,9623,2024-07-05,181.76,37.51,2.6,credit_card,standard_shipping,0
4120,9822,2025-12-20,102.06,35.15,13.06,credit_card,standard_shipping,0
4121,6022,2026-03-28,108.68,21.01,4.92,credit_card,express_shipping,1
4122,760,2024-02-14,193.99,34.41,9.57,credit_card,express_shipping,1
4123,4585,2024-10-03,90.19,36.8,3.53,paypal,express_shipping,1
4124,2940,2026-11-09,55.08,38.87,6.68,paypal,express_shipping,0
4125,3504,2024-03-31,205.89,16.59,3.43,apple_pay,express_shipping,1
