order_id,product_id,quantity,unit_price
3614,18,3,98.99
8527,17,2,10.47
6739,58,1,14.59
7062,44,2,78.72
759,32,2,60.82
9201,22,1,96.49
14345,6,2,58.59
12277,18,3,72.77
639,59,3,30.4
11876,45,3,49.6
12053,34,3,103.83
7416,15,1,89.73
1413,3,3,36.72
3028,54,1,48.9
9765,33,1,19.93
11041,36,1,23.37
9814,35,3,50.37
257,12,2,100.48
1763,36,1,20.18
12854,21,1,15.39
4593,40,2,15.03
5045,38,1,93.46
1957,31,1,59.23
12576,49,2,20.64
14891,6,2,11.45
13811,29,3,17.74
12049,40,3,74.14
5778,54,2,62.35
4054,15,1,116.85
11020,2,3,101.2
11368,39,3,51.47
9387,30,2,25.86
13406,32,2,91.68
13915,41,3,15.94
14909,60,3,91.97
8258,25,2,106.91
12912,35,3,41.25
633,10,2,16.13
11111,13,2,75.64
7698,47,1,9.83
12311,21,3,18.18
12077,59,2,117.77
8397,25,3,30.89
10312,19,2,113.09
5116,55,3,108.75
9266,12,3,23.32
272,56,2,90.76
5163,32,1,26.85
129,12,2,76.06
4787,39,1,94.07
6637,60,1,80.45
1562,35,3,24.87
9787,38,3,66.98
709,8,3,85.09
13068,44,2,82.6
13442,3,1,62.79
11565,21,2,35.55
8491,36,3,111.53
1319,45,3,93.93
4228,45,3,112.66
11000,19,1,110.95
8713,19,1,31.38
698,36,3,115.21
4120,20,3,111.59
10607,43,3,76.78
7932,6,3,70.52
6520,32,3,13.96
5873,39,3,82.22
500,19,3,61.85
10728,25,3,74.55
9035,47,2,58.76
5979,27,1,54.05
10043,10,1,25.56
1386,30,3,80.09
9242,29,2,83.1
13251,14,1,19.07
13339,23,2,109.42
4415,58,3,71.9
11045,58,2,69.52
5732,28,1,70.71
6217,25,2,74.19
558,6,3,19.11
2732,39,1,111.17
7247,11,3,79.14
8566,3,1,57.75
4273,50,3,49.33
1232,37,2,25.11
2848,46,3,61.3
181,55,2,74.5
9476,54,1,92.23
12468,26,3,52.15
8832,4,2,78.88
576,5,3,88.21
5373,19,2,28.41
7195,55,2,95.45
5660,24,1,31.94
14548,58,2,56.36
394,34,3,15.15
105,7,1,45.82
12038,15,1,55.14
12689,24,2,82.2
4324,44,1,37.69
10132,10,3,79.44
12419,13,2,77.32
222,13,2,113.44
4238,18,1,22.66
2986,7,3,86.08
3843,31,2,32.24
7342,39,1,113.31
5891,51,1,79.42
10989,39,1,103.83
10048,29,3,29.34
10330,47,2,112.54
8105,14,2,20.95
9180,9,1,117.89
11003,30,2,89.87
14831,42,2,33.95
9547,31,2,48.46
7981,43,3,20.58
12444,34,2,16.05
14801,2,2,60.95
10032,53,3,33.75
11381,18,3,58.67
12195,26,3,17.88
946,50,1,75.74
14392,47,2,94.23
14087,34,3,87.42
10761,55,3,84.58
12652,37,1,22.26
2807,57,1,14.1
8669,49,2,31.37
1430,16,1,45.76
8324,3,1,26.59
12034,23,1,58.2
14241,60,1,68.61
5746,47,2,96.61
6273,28,2,110.07
14262,45,3,55.84
899,8,3,42.75
644,53,1,81.68
7214,38,1,9.15
8123,56,3,41.41
13955,1,3,95.94
11178,1,2,65.91
10853,9,3,113.24
479,58,3,106.59
6453,28,1,70.99
4341,28,3,32.86
4191,34,1,11.31
2409,58,1,18.94
9344,35,3,25.45
10679,5,2,84.16
1987,30,2,28.57
13876,60,1,107.1
8673,28,2,23.05
4684,1,2,45.4
5248,7,3,66.96
5458,17,1,63.49
5842,17,3,41.16
611,2,3,44.38
11838,16,2,50.65
5834,15,3,102.65
1455,31,1,109.89
13108,48,1,63.69
11473,37,3,37.75
7261,41,1,17.37
4225,56,3,77.73
667,26,2,76.26
6785,42,3,112.61
13165,23,3,17.46
13416,40,2,53.55
1593,30,1,45.5
13401,51,3,53.6
9227,23,3,53.69
1002,52,2,88.94
5734,13,3,36.82
7328,5,2,64.33
13366,38,2,40.52
1693,13,3,25.9
2632,29,1,28.44
11966,51,3,61.91
9246,9,2,69.9
2020,32,3,67.55
13147,13,3,97.78
12468,29,3,109.64
7597,27,1,30.22
1162,36,3,30.2
28,12,1,41.06
5018,15,2,94.02
4734,27,3,68.07
12138,38,2,12.64
841,6,2,25.7
5973,54,1,38.09
1675,22,3,38.58
9051,35,2,75.21
5172,56,2,19.17
12679,14,2,38.46
5795,36,3,34.91
12071,20,3,76.78
11067,4,1,12.09
7698,34,3,68.64
10580,15,2,105.14
9141,2,3,60.77
10117,47,2,104.14
14836,7,2,38.77
2290,60,3,22.12
14182,52,2,31.31
4911,56,3,94.63
4871,52,3,97.35
10050,13,1,113.1
6318,55,2,29.33
4256,57,3,31.94
1561,10,2,57.04
5598,46,3,59.57
11126,19,3,82.79
574,52,3,81.9
12298,30,1,63.65
4186,25,1,87.89
1983,2,1,96.33
6698,34,1,72.61
6343,18,3,105.04
1060,14,1,34.72
11426,55,1,51.34
12437,41,2,68.51
12601,39,3,65.76
6805,11,3,86.36
10576,31,1,73.33
6906,21,3,52.7
14408,9,1,107.65
227,49,2,72.76
2540,48,2,46.56
12350,12,1,76.19
2751,16,3,109.04
10806,30,3,35.06
11280,40,1,11.2
4590,50,1,27.84
4762,37,1,109.86
13219,44,3,65.93
4199,32,2,9.89
8585,33,3,26.36
5648,35,1,44.68
8740,16,3,63.78
9384,12,1,106.83
14539,19,3,113.35
9433,26,1,17.48
6803,23,2,29.84
1414,52,1,112.65
13393,30,3,80.47
2788,58,2,19.6
895,4,3,53.08
4828,40,1,53.64
6009,57,1,97.85
11543,42,2,67.55
4330,54,2,61.98
10659,38,2,68.41
9103,27,2,23.95
11680,16,3,116.7
367,41,3,109.56
10719,3,3,54.41
5648,52,2,65.19
4419,36,2,17.86
10869,51,2,13.29
14100,4,2,31.71
6357,31,1,118.54
8173,1,1,27.94
2223,19,1,73.09
2022,38,3,49.37
5469,2,2,98.02
13332,56,2,108.71
1388,57,3,82.61
14484,46,3,40.99
6545,6,2,95.48
7520,24,2,38.75
13292,9,1,73.64
8786,23,3,58.31
7189,22,3,13.41
61,6,3,63.39
11418,26,2,18.22
11767,60,2,18.94
11720,46,3,69.7
3646,24,3,15.62
4825,47,3,43.01
8091,26,2,23.8
5153,52,1,24.34
9233,35,2,27.46
5817,32,1,77.48
12489,45,2,55.42
13269,56,1,85.57
3149,27,1,80.57
4612,36,1,39.44
1904,36,1,79.86
5196,32,2,43.74
8768,49,3,63.98
6584,1,2,63.42
5547,27,2,51.98
7474,32,1,49.33
1244,19,2,104.99
5609,29,3,10.89
7484,9,2,76.87
13614,57,3,106.78
10562,33,1,52.4
11608,51,3,46.88
7680,16,3,89.61
4201,15,1,117.87
5814,17,1,104.43
2033,27,1,73.48
991,38,3,80.43
14193,51,3,105.56
624,18,3,27.98
6761,49,2,30.34
10970,21,2,29.05
12594,56,1,67.98
4531,1,3,116.62
189,3,3,55.37
9423,24,3,10.48
5288,53,3,34.39
14274,2,2,36.44
10753,6,2,13.63
1416,7,1,73.83
6945,43,3,57.2
11463,19,1,114.26
2312,43,1,118.34
3298,4,2,115.97
1702,20,1,44.14
8178,13,2,42.62
13872,59,1,15.72
9596,39,3,82.52
4656,33,3,9.01
12824,10,1,23.54
7962,57,1,25.55
14105,6,2,88.92
356,24,3,67.98
4133,42,3,49.32
14023,41,3,14.57
14931,43,1,75.97
3896,22,3,92.75
6212,13,2,75.9
4275,29,1,60.53
10197,54,1,44.6
10802,12,2,111.36
5953,42,1,63.95
12339,58,3,36.48
1905,31,2,45.2
6912,55,3,86.73
10628,56,1,18.04
14609,48,1,23.44
5605,41,2,38.14
11679,22,2,42.21
10439,52,1,116.28
6390,50,3,35.82
6408,41,3,25.07
2281,51,3,101.06
9796,15,3,48.43
12047,55,1,113.33
5825,25,3,32.03
3254,35,3,79.09
917,40,3,12.77
9849,35,1,15.34
1580,44,3,66.92
252,42,1,20.41
4712,51,2,19.08
2625,39,3,25.35
3932,55,1,14.32
8108,4,3,30.87
3023,7,2,93.11
14339,37,1,98.62
4814,30,2,22.69
9646,55,1,26.38
2251,33,3,13.19
6076,4,1,119.56
10326,12,3,112.21
5537,11,1,115.26
7766,12,1,108.9
6230,42,1,46.72
3068,28,1,66.15
13567,9,3,51.4
4793,42,2,86.95
8916,26,1,35.84
9786,58,2,108.98
5446,11,3,66.02
10666,36,3,64.6
14608,9,3,55.26
7054,15,3,108.86
2672,42,1,14.93
10948,13,3,43.13
5288,51,3,89.43
9397,42,3,79.29
3043,14,1,17.54
4110,2,2,12.52
14791,36,1,70.99
11959,56,3,67.63
3666,12,3,23.4
6647,46,1,46.06
3165,22,2,35.13
10544,30,3,99.37
6527,5,2,25.92
13975,29,3,67.27
14165,41,3,66.06
9468,48,1,64.65
5696,19,1,49.23
13472,21,1,8.47
13873,13,1,73.8
14403,39,2,34.87
3095,28,1,22.62
10860,5,3,90.1
14084,60,2,93.29
873,55,2,114.29
13645,28,2,51.11
14047,42,2,24.55
1772,3,3,50.47
5008,21,2,76.34
6890,58,2,94.52
6328,28,1,50.81
3174,52,3,34.09
8836,31,1,80.01
8304,21,3,114.1
10380,40,1,29.68
4498,56,1,67.25
9984,29,2,22.67
14034,55,3,27.09
14024,31,1,74.03
1340,12,1,78.73
13171,27,3,118.02
4119,36,1,71.97
2311,27,1,15.06
9657,47,1,16.28
2072,51,3,75.98
5521,35,1,95.29
12007,5,3,46.16
12738,37,3,29.18
4501,49,3,59.11
11848,35,3,32.44
6662,23,1,115.39
3281,7,3,53.02
11393,46,3,46.92
6507,3,1,16.89
12559,52,2,80.37
13935,6,2,114.92
9620,38,1,17.87
359,29,3,67.17
11955,55,1,54.94
6482,35,3,11.25
6154,47,3,108.28
9501,48,2,118.91
14245,1,2,8.79
2860,48,1,66.67
873,47,2,9.92
12241,4,1,113.28
551,58,1,111.22
891,14,1,25.17
6530,29,2,71.31
7850,21,3,92.64
6001,53,1,29.13
2065,31,3,79.76
9010,39,3,66.42
14526,3,2,104.49
7140,44,1,12.12
8899,41,1,36.39
12049,50,1,91.71
380,24,3,73.89
5201,50,1,34.04
10368,37,3,109.57
13528,28,3,51.89
7292,9,3,110.14
14116,41,1,17.97
5308,41,3,66.34
4736,43,2,83.41
12229,37,2,11.23
7700,10,2,41.64
583,16,3,81.24
10036,21,1,34.54
6581,37,3,59.93
9300,58,2,27.64
7292,16,3,106.14
3626,41,2,44.53
14826,22,3,93.14
13724,41,3,33.33
1048,52,3,41.62
2188,18,1,41.08
9341,32,2,59.74
10358,20,3,59.67
5517,56,1,107.27
6377,4,1,31.45
3643,3,3,68.22
4246,35,1,12.14
13041,26,1,105.84
2611,49,3,40.12
3389,10,2,17.17
11256,57,3,80.17
9272,8,3,44.26
10472,11,3,26.76
2067,22,2,81.32
13162,22,3,98.91
3698,49,3,24.75
12914,15,2,40.07
9340,9,1,66.55
9557,24,3,61.91
10843,1,2,74.48
392,39,2,101.7
8435,43,1,34.89
3845,35,2,48.25
13899,34,1,38.58
13436,47,3,98.8
1318,38,1,92.45
14590,11,3,45.95
389,30,2,69.37
4963,52,3,94.81
5336,50,3,29.64
13897,3,3,43.25
12243,6,2,58.16
344,20,3,79.18
8023,23,2,41.34
5018,56,2,21.66
9140,2,1,72.35
9316,1,3,73.47
1535,33,3,43.32
2117,40,1,116.84
8690,32,1,80.77
4208,43,2,27.73
12776,50,1,111.04
3419,1,3,48.74
3246,1,1,104.15
3645,43,2,19.39
12561,23,3,97.17
6822,7,2,115.61
7057,51,1,85.38
7047,55,2,88.19
9796,11,2,101.09
14191,16,2,81.62
2150,47,1,11.5
9726,59,2,103.58
11062,7,1,88.91
11022,51,3,99.7
2930,18,3,90.55
5652,48,2,93.41
13312,42,3,75.77
414,8,3,12.08
4875,2,1,21.54
12716,49,1,55.76
412,10,3,77.02
1862,24,1,16.14
13069,20,2,99.17
10439,31,3,19.77
14621,32,2,36.55
11328,15,3,8.54
9670,3,3,21.01
11084,22,3,68.92
6375,4,1,110.36
3641,25,2,105.63
6609,53,3,24.59
10365,38,1,115.86
7619,6,3,78.67
9077,38,2,86.93
10594,23,2,49.07
14572,21,3,96.53
6119,7,2,46.58
4382,22,2,118.29
7685,17,1,55.28
4193,59,2,110.06
5590,37,3,115.08
9614,40,3,79.82
4946,31,3,24.64
2059,41,2,92.73
12278,20,1,106.22
13502,45,3,39.03
9885,17,3,89.57
12816,58,3,56.38
5250,44,2,101.29
5151,25,1,19.81
10163,11,3,101.87
5410,15,3,96.27
3015,8,2,20.45
14006,20,2,107.74
2950,19,3,63.1
10684,6,1,32.76
1795,3,3,107.53
10238,26,2,78.98
1804,60,1,8.74
10658,16,2,98.02
5353,24,3,25.91
11319,59,1,86.25
10135,42,2,8.38
6169,7,3,90.62
6486,37,2,61.82
6465,57,3,77.37
4238,46,3,40.49
9882,9,2,106.49
643,52,2,86.95
9564,8,3,85.1
6796,53,3,80.12
6536,6,3,94.24
11793,53,3,105.65
6100,36,3,99.57
13447,33,2,56.56
7232,11,3,18.56
6603,17,2,98.01
4255,16,1,62.33
5446,21,1,33.32
47,3,3,109.39
9933,25,2,40.84
7418,55,1,55.02
6236,32,1,105.51
9570,22,2,92.9
14060,37,2,78.61
10825,59,2,69.53
9952,5,3,11.82
5266,11,1,98.78
6548,23,2,78.57
8983,19,3,88.21
9342,38,1,107.88
9179,42,1,32.11
3469,59,1,103.21
2292,44,2,102.63
9711,58,3,21.14
5366,46,1,106.89
12419,7,1,115.44
8173,17,2,87.15
8290,45,1,40.01
6448,19,1,94.64
5769,30,3,62.03
10536,55,2,27.55
5828,13,1,22.57
12997,55,2,15.62
7624,11,1,52.56
2949,43,3,61.17
10331,4,2,113.26
1070,51,2,59.83
925,34,2,68.75
7640,8,2,100.43
2367,3,1,71.01
10087,21,2,109.08
8162,34,2,103.8
9689,41,2,16.29
1168,44,3,69.64
7970,34,3,32.06
13722,50,3,46.04
4656,48,2,75.94
544,55,1,17.31
1862,22,1,20.39
12295,15,2,93.72
6543,21,3,64.14
6384,28,3,69.42
14503,35,3,54.86
5842,46,1,32.75
13773,28,1,41.68
12806,34,1,46.8
5786,33,3,21.48
2116,9,3,34.06
11752,59,1,96.09
10202,39,3,53.75
2731,26,2,99.78
9134,14,1,86.47
12333,51,1,85.35
1982,15,1,109.7
10335,4,3,8.15
9896,24,2,12.21
321,49,2,79.49
3324,4,2,101.68
5621,5,1,59.08
5815,37,1,72.35
9351,22,3,64.99
567,8,2,67.77
4857,43,2,101.23
9436,54,3,31.75
10276,11,1,33.55
14354,49,2,48.17
9720,24,2,57.24
8605,56,2,47.85
13431,15,2,34.97
8727,18,3,50.99
2179,7,2,81.08
4039,54,1,10.65
6930,33,3,34.97
4011,5,3,113.87
13839,48,2,19.66
7519,38,1,31.51
12807,5,3,90.26
4316,18,1,16.37
9378,22,3,47.59
8662,12,1,94.12
12172,50,3,105.19
2614,18,2,117.36
2356,44,2,29.45
8826,55,3,116.76
10250,41,1,17.61
10945,39,1,85.2
10299,11,3,56.27
8968,20,2,17.61
14529,34,1,70.19
1677,10,1,77.79
13682,12,1,43.86
8188,35,3,97.82
4511,58,2,33.94
2587,44,2,10.73
8504,33,1,96.38
11741,10,3,34.01
2136,11,3,73.24
1972,22,1,94.91
13519,3,1,59.78
6271,60,1,103.75
13686,23,1,105.63
7003,41,3,105.35
4107,2,1,83.88
10003,8,3,100.18
370,39,1,41.07
2794,34,3,38.61
12167,27,2,113.85
1550,19,3,93.6
4111,56,1,93.99
11764,36,2,53.25
2809,43,2,110.19
14386,44,1,112.59
11778,40,2,93.62
6284,30,3,58.99
5626,33,1,92.23
9582,42,3,24.09
10839,11,3,59.68
4127,46,1,91.15
3724,3,2,77.56
2176,1,3,25.6
3621,3,2,80.74
365,50,2,59.12
7134,45,1,86.05
5715,8,2,82.66
14492,27,2,54.05
12571,39,3,35.42
9981,33,3,12.54
10723,21,1,102.98
9186,5,2,67.0
5444,57,2,42.7
13306,44,1,31.77
7574,34,2,20.3
4700,56,3,66.09
1753,16,2,13.62
12849,54,1,119.18
4035,39,1,29.26
260,10,3,46.53
5947,26,1,49.04
4363,40,2,72.58
8701,31,3,11.88
12545,35,1,35.37
2281,45,2,8.55
13189,55,2,67.52
12046,23,1,44.72
14082,57,1,31.7
11698,13,1,40.5
12845,32,3,99.47
13606,51,2,95.04
11068,34,3,92.22
7903,28,1,84.72
13642,20,1,61.22
14651,28,1,50.85
1580,8,1,70.47
11355,51,3,38.28
1672,23,1,114.59
14572,23,2,18.97
12822,31,2,117.48
10706,35,1,48.95
5549,3,2,33.15
4772,49,2,88.59
14370,21,1,89.65
9456,32,3,117.33
14957,41,2,82.92
9398,52,3,20.4
9495,43,3,103.54
2929,54,2,89.5
7596,4,2,50.05
6174,32,2,81.8
12017,23,3,39.32
5223,27,1,98.19
11363,42,2,52.29
4615,30,2,84.53
2566,17,1,96.69
14058,41,2,16.15
5520,5,3,98.69
8857,51,2,73.81
13431,56,1,26.76
10125,5,2,85.21
5409,18,1,68.25
10065,52,1,32.65
4412,50,1,72.71
4427,17,1,92.83
2162,20,2,99.36
7989,6,1,89.95
7063,30,1,59.96
12840,53,3,108.97
3620,47,1,44.09
14277,37,1,35.67
14019,44,3,85.12
14866,1,3,69.83
3010,23,3,16.12
171,22,2,95.95
12593,39,1,104.97
11371,4,3,55.49
7825,28,3,18.74
14364,13,1,14.33
6126,14,3,52.0
13996,26,1,77.06
6656,37,2,33.13
1575,18,3,67.17
1453,34,1,94.97
1511,21,3,17.62
8951,8,1,15.91
14673,42,2,21.26
6011,57,2,18.99
4979,58,1,44.13
14343,15,3,46.89
4147,41,2,29.55
12111,53,3,44.06
8683,19,3,102.0
11190,30,1,91.35
862,13,2,66.78
8967,5,3,93.19
10949,23,1,88.25
3122,18,2,34.47
6212,9,2,115.99
7188,54,1,25.44
11131,43,1,49.52
12694,54,3,86.11
1051,58,1,74.86
2630,11,2,9.63
5056,37,1,113.26
634,25,3,117.42
993,15,2,29.29
2152,9,2,41.37
13543,34,2,105.49
657,26,3,83.42
8054,54,1,103.36
8994,56,3,80.85
3541,46,3,49.31
2,59,2,119.83
350,58,2,16.62
13013,36,2,77.57
8666,11,1,107.99
14194,57,1,80.77
3875,18,3,27.73
3624,30,1,65.69
295,9,3,47.31
12965,20,1,92.05
9835,50,1,97.85
11230,24,3,71.12
9732,12,3,112.5
13150,44,1,10.61
10398,9,2,56.89
1374,31,1,119.93
5718,41,1,11.27
13299,18,1,40.66
4148,59,3,94.72
10682,17,3,119.19
13153,22,2,65.17
9166,36,1,30.56
2844,32,3,110.42
13542,32,3,61.6
2312,7,1,97.59
6376,43,1,116.61
1688,41,2,79.89
10138,20,2,20.0
3020,56,2,56.23
10062,26,3,87.83
14044,23,3,49.77
9800,39,1,77.51
768,10,1,61.38
11263,57,2,98.27
7633,10,1,63.14
8107,9,1,90.87
11683,48,2,20.33
3605,46,3,40.88
8805,23,2,98.85
7174,60,1,65.99
6255,40,2,85.76
937,3,3,33.49
14160,23,1,19.48
2108,20,1,49.61
633,53,3,39.93
7710,2,1,101.58
11659,21,2,89.8
232,14,1,55.76
1722,14,2,31.25
12946,23,2,75.81
7448,6,2,24.24
7669,20,3,77.04
3054,1,2,101.2
2734,55,1,118.01
720,8,1,23.94
6037,53,1,49.16
14065,42,3,54.6
3163,2,3,33.04
10724,46,3,80.71
11095,50,3,96.19
11989,1,3,87.88
2787,45,2,80.27
12946,32,3,87.59
12903,38,3,82.12
1387,4,3,82.04
6856,32,1,77.43
12077,58,2,85.87
1827,23,2,99.96
7772,51,1,35.04
7235,8,3,38.42
13577,55,1,23.33
10794,47,1,54.0
1994,13,2,32.68
4706,44,1,73.6
7999,20,3,17.06
247,38,3,17.09
7573,59,2,80.34
2461,24,2,23.22
12103,11,3,35.73
6824,3,3,42.39
7060,5,2,77.45
2826,42,1,24.94
179,23,1,50.5
9970,46,2,108.28
10010,26,1,85.27
13294,6,3,54.38
1113,14,2,45.1
1901,54,2,90.73
5658,33,1,73.47
10938,15,2,93.31
4553,57,1,15.53
2859,52,2,57.09
11369,53,1,76.86
13750,7,2,85.42
10617,25,2,62.45
4933,59,3,55.95
13262,48,2,22.29
3993,16,3,10.88
5701,55,2,103.57
3262,51,1,90.6
4852,60,1,10.21
5884,5,1,108.67
12437,40,1,102.51
4028,49,3,85.73
4499,4,2,101.74
9948,47,1,59.04
739,17,1,115.12
3173,9,2,103.45
14961,37,2,76.45
1182,45,3,119.92
4042,28,3,82.72
14162,40,1,50.77
11173,21,2,97.34
4126,57,2,99.65
6532,60,3,48.39
5206,49,1,63.06
11387,52,3,74.21
8791,13,3,101.05
4421,42,3,107.17
13782,60,3,15.19
5983,17,1,52.39
2344,31,3,78.63
2279,44,2,60.87
5784,46,3,118.07
12765,14,3,66.12
13500,10,2,50.83
9400,19,1,53.79
3572,20,1,102.66
14039,25,1,31.71
9481,18,1,35.27
14925,49,3,66.47
9393,8,2,94.01
682,58,3,98.23
717,14,1,24.42
11787,40,3,73.13
14994,20,1,68.56
202,21,2,57.97
6537,23,3,10.41
2604,56,1,14.46
14835,17,3,119.75
11390,45,1,86.83
6933,6,1,43.71
2302,32,3,91.03
11741,31,2,91.94
2466,52,2,22.0
5248,2,3,37.91
12301,30,2,69.58
11753,51,3,29.64
13511,2,2,76.18
11075,8,3,100.73
9090,55,3,37.91
10075,19,1,88.67
14383,35,2,9.86
11051,3,2,49.01
8865,37,3,67.54
10214,15,3,10.27
1092,22,1,71.11
14061,52,2,45.87
8393,54,2,43.25
4672,15,2,111.38
2417,16,3,104.49
531,33,3,24.72
11964,56,1,69.19
11950,52,2,102.25
4117,47,1,62.63
14527,53,2,19.07
4436,54,1,111.55
10984,7,1,11.52
1267,39,1,13.33
11360,33,1,97.73
12908,32,2,87.33
11015,21,3,85.73
1308,14,2,14.88
6145,16,1,59.75
10894,51,2,89.0
6168,6,2,63.39
12210,22,2,30.95
14375,1,1,31.05
3353,45,1,68.96
7058,28,3,33.16
3601,50,1,64.18
12701,56,1,48.42
9806,39,2,12.53
11103,2,1,45.85
4250,44,2,8.41
4570,7,2,35.03
1319,9,2,28.92
430,33,1,31.34
14679,29,1,87.48
8084,11,1,105.87
4785,54,1,98.47
10020,58,2,79.14
12685,2,3,101.39
6983,37,2,40.86
435,45,2,51.24
9125,20,1,109.2
9740,20,1,85.25
10303,13,1,48.62
11648,56,3,39.56
14800,19,2,56.69
11322,16,3,10.68
6589,12,3,90.59
5130,45,2,27.84
1603,11,2,46.7
10381,56,2,87.46
13873,6,3,92.51
11944,36,2,49.85
8063,15,1,26.13
14279,9,2,15.62
4941,54,3,95.66
12084,34,1,67.12
411,19,2,103.94
3478,56,3,98.85
5962,54,2,113.34
6278,5,1,95.44
1130,17,1,89.14
4912,47,2,33.28
13679,58,2,34.02
10326,9,2,99.43
5334,9,3,103.83
12123,19,2,21.7
3548,2,1,56.99
10829,3,2,23.62
13326,43,1,113.2
10073,16,3,79.88
1323,18,2,99.74
6078,55,3,100.13
78,21,1,50.57
12175,49,1,35.17
6517,59,1,118.36
13239,39,2,56.48
3354,11,1,19.56
12597,26,3,79.74
14146,12,1,90.13
4373,55,2,75.63
3779,24,1,45.03
4224,59,2,72.99
14676,59,2,59.27
10662,30,2,103.59
2942,54,2,108.47
6039,1,1,75.84
2759,34,1,88.04
263,32,1,62.22
2,49,1,35.21
49,57,1,40.76
9717,49,3,58.31
11372,52,2,101.05
9654,41,3,76.38
2700,23,3,59.42
10803,56,3,56.65
2702,5,1,114.84
27,36,3,88.05
13562,42,2,41.26
11531,50,3,45.84
2733,45,3,93.98
6506,12,3,70.53
2081,54,1,114.28
11508,22,2,76.11
7097,16,3,68.34
9074,59,1,16.08
5312,8,2,70.07
4905,40,1,107.78
6899,5,2,101.55
11809,35,1,47.78
7197,28,2,108.31
13728,19,3,115.75
5420,24,3,41.26
8238,51,1,30.43
805,6,3,40.71
10797,11,3,55.9
7543,5,2,55.8
10272,31,1,68.9
4579,36,2,54.51
6033,50,2,57.59
4233,3,2,85.73
13528,56,3,51.14
3768,21,3,19.6
6521,57,1,19.39
7802,14,3,110.02
5577,46,1,92.84
14563,13,2,56.65
3624,13,2,39.83
7635,43,1,66.27
8255,24,3,87.78
7548,55,1,119.08
8508,59,2,18.64
5344,35,1,13.35
5797,39,2,89.47
14315,51,3,36.56
5765,39,3,94.85
4709,25,1,107.01
10759,56,2,60.13
431,18,1,106.17
2662,23,2,100.93
4052,10,1,87.03
12948,1,3,41.27
7656,27,1,61.26
7358,8,3,77.33
9801,26,2,108.62
1679,13,3,82.11
3577,16,2,72.73
1238,27,2,71.02
5158,9,1,64.74
9925,6,2,29.49
2084,47,3,95.53
6400,14,2,22.95
3689,29,3,76.58
10407,20,2,86.07
744,53,2,18.72
1551,41,2,35.0
10444,26,3,25.18
9493,30,3,29.45
14256,54,1,35.0
3835,12,2,13.21
8190,25,3,78.06
11768,7,3,57.11
11424,10,1,118.05
13610,10,2,109.15
4392,51,1,31.79
11499,48,1,31.65
14935,7,3,111.03
2401,28,2,108.63
3219,31,2,49.37
11377,36,3,51.38
11528,48,3,18.56
8926,46,1,16.98
14337,18,2,26.71
10604,48,2,62.1
10418,57,3,117.72
5679,58,3,114.24
11806,23,2,31.59
2880,58,2,72.33
9409,39,2,8.85
10379,6,1,32.21
3277,8,3,18.94
229,48,2,32.87
13553,13,1,26.61
3776,44,1,80.77
13560,8,3,59.42
2649,14,1,100.27
3081,35,3,96.98
10355,50,3,103.94
12945,7,3,88.3
79,18,3,39.87
7453,43,1,84.89
14096,55,1,38.84
7128,42,1,97.19
5231,57,3,12.16
5482,4,1,75.51
2335,25,1,103.24
3097,39,3,25.17
5241,10,3,64.89
7166,54,3,53.74
1416,38,1,86.33
6512,47,2,33.29
892,30,1,81.19
4017,42,2,90.62
10042,9,3,70.58
7009,39,2,108.82
10876,12,3,115.34
13224,46,3,92.49
14371,59,2,118.43
14216,33,1,59.01
14520,52,2,81.0
9496,22,1,55.45
11902,13,3,37.52
6322,7,2,28.77
6512,60,1,84.39
9338,1,3,89.01
12623,56,1,72.48
7243,12,2,42.41
12301,39,1,36.0
14200,20,1,103.06
2903,55,1,29.33
9787,2,1,28.88
8601,1,3,29.61
11708,28,3,74.7
8931,47,3,38.64
13355,19,1,73.45
13273,59,2,40.53
4101,7,3,39.14
3842,16,1,48.33
1977,46,1,119.66
11772,32,3,19.12
9667,26,3,64.81
5243,23,2,111.06
12335,18,1,65.42
3200,8,2,83.4
8798,39,2,10.29
9838,3,2,74.41
7542,37,3,55.7
7406,26,1,78.03
5920,30,1,83.52
1381,26,2,77.11
4507,39,2,33.3
12723,2,1,100.2
50,34,1,113.07
7100,13,1,100.21
577,17,3,16.16
5857,42,2,25.99
10704,1,3,107.15
14441,59,2,75.62
4580,30,1,96.49
6244,45,3,58.04
3580,28,3,107.15
3313,39,2,59.59
11308,9,1,34.64
5184,54,2,105.83
7120,25,2,74.45
7159,3,1,51.9
8917,12,3,54.89
14174,37,3,86.91
3459,10,3,12.82
2378,20,3,19.35
108,39,1,60.7
4327,48,1,61.73
11393,24,1,11.01
10165,50,1,8.23
8277,14,2,36.68
10687,20,1,63.66
1169,36,2,81.43
14900,47,1,73.66
391,15,3,70.77
12809,36,3,10.18
7818,14,2,47.71
13498,30,1,49.03
10922,8,2,20.2
1270,18,1,94.79
7697,45,2,27.72
13558,22,2,81.93
13790,17,3,35.49
13601,23,1,79.73
5164,14,2,71.17
1655,58,3,18.63
3573,52,3,23.7
8647,14,2,40.97
1040,50,1,71.81
11917,8,2,30.4
7556,18,1,67.62
12609,9,2,18.22
7650,47,2,80.27
11722,15,2,29.12
2439,18,2,44.5
5746,54,2,87.59
14339,19,3,102.61
1826,37,1,81.82
2905,30,3,71.02
1226,14,2,54.67
14331,14,2,73.48
8909,15,1,100.03
