user_id,signup_date,acquisition_channel,country,state_region,device_first_used,preferred_category,loyalty_member_flag,email_opt_in_flag,birth_year
1378,2025-03-03,paid_social,Australia,QLD,tablet,makeup,0,1,1999
1379,2024-11-12,direct,New Zealand,SA,desktop,makeup,1,1,1983
1380,2025-09-26,paid_social,New Zealand,QLD,mobile,skincare,0,0,1981
1381,2024-01-09,referral,New Zealand,WA,desktop,personal_care,1,0,1974
1382,2026-02-12,email,Australia,NZ-WGN,tablet,personal_care,1,0,2004
1383,2024-08-10,referral,Australia,SA,tablet,skincare,0,1,1980
1384,2025-07-06,paid_social,New Zealand,QLD,mobile,accessories,0,1,1986
1385,2025-12-16,organic_search,New Zealand,NSW,desktop,accessories,1,1,1975
1386,2024-04-20,email,Australia,NSW,tablet,skincare,1,1,1973
1387,2024-09-07,email,Australia,SA,desktop,personal_care,0,0,1963
1388,2025-01-17,paid_social,Australia,VIC,mobile,makeup,0,1,1983
1389,2024-01-07,referral,New Zealand,SA,mobile,personal_care,0,1,1972
1390,2025-04-03,paid_social,Australia,WA,desktop,skincare,1,0,1964
1391,2024-07-26,email,Australia,WA,mobile,skincare,0,0,1999
1392,2026-06-18,paid_social,Australia,NSW,desktop,skincare,0,1,1992
1393,2024-01-22,email,Australia,QLD,desktop,makeup,1,1,2004
1394,2025-02-13,referral,New Zealand,NSW,desktop,personal_care,0,1,1996
1395,2026-06-13,organic_search,Australia,QLD,tablet,makeup,1,0,1967
1396,2025-05-29,organic_search,Australia,NZ-WGN,tablet,accessories,1,1,1998
1397,2026-03-19,paid_social,Australia,SA,desktop,personal_care,0,1,1978
1398,2026-05-23,email,Australia,VIC,mobile,skincare,0,1,1969
1399,2024-01-14,organic_search,Australia,WA,mobile,personal_care,0,1,2001
1400,2026-08-28,email,Australia,SA,tablet,skincare,0,0,1998
1401,2026-09-04,referral,Australia,NSW,desktop,makeup,1,1,1978
1402,2026-10-10,paid_social,New Zealand,NZ-AUK,tablet,personal_care,0,1,1990
1403,2026-11-01,email,Australia,NZ-AUK,desktop,skincare,0,1,1973
1404,2024-03-27,paid_social,New Zealand,SA,mobile,makeup,0,1,1984
1405,2026-06-27,email,Australia,VIC,mobile,personal_care,0,0,1967
1406,2024-05-01,email,Australia,QLD,tablet,personal_care,0,1,1963
1407,2026-01-19,referral,Australia,NZ-WGN,mobile,accessories,1,0,1964
1408,2025-11-15,paid_social,Australia,VIC,desktop,personal_care,0,0,1995
1409,2024-11-04,direct,Australia,NSW,mobile,accessories,0,1,2003
1410,2025-11-25,email,Australia,VIC,mobile,personal_care,1,1,1965
1411,2024-10-14,email,Australia,WA,tablet,accessories,1,1,1989
1412,2024-11-02,organic_search,Australia,NZ-AUK,desktop,makeup,0,1,1999
1413,2026-07-02,paid_social,Australia,VIC,tablet,personal_care,0,1,1997
1414,2025-10-23,direct,Australia,SA,tablet,makeup,0,1,1996
1415,2025-07-02,referral,Australia,QLD,mobile,personal_care,0,1,2000
1416,2024-11-07,direct,Australia,WA,desktop,personal_care,1,1,1978
1417,2026-05-22,referral,Australia,WA,desktop,personal_care,0,1,2001
1418,2026-12-18,direct,New Zealand,WA,tablet,personal_care,1,1,2002
1419,2026-07-12,direct,Australia,NSW,tablet,personal_care,1,0,1977
1420,2026-01-24,paid_social,New Zealand,NSW,mobile,personal_care,1,1,1980
1421,2024-02-04,organic_search,Australia,SA,desktop,skincare,0,1,1996
1422,2025-03-20,direct,New Zealand,QLD,desktop,personal_care,0,0,2002
1423,2024-04-02,email,Australia,VIC,mobile,accessories,0,1,1976
1424,2024-12-18,email,Australia,SA,tablet,personal_care,1,0,1990
1425,2026-06-21,email,Australia,NSW,desktop,makeup,0,1,1980
1426,2026-05-11,organic_search,Australia,SA,mobile,accessories,0,0,1970
1427,2024-06-07,direct,New Zealand,QLD,tablet,accessories,0,0,1975
1428,2026-08-14,referral,Australia,SA,mobile,accessories,0,1,1968
1429,2024-01-24,referral,Australia,NZ-WGN,desktop,skincare,1,1,1982
1430,2025-02-07,paid_social,Australia,NZ-AUK,tablet,personal_care,1,1,1998
1431,2026-03-15,organic_search,Australia,NZ-AUK,mobile,makeup,1,1,1982
1432,2025-05-30,direct,Australia,WA,mobile,makeup,1,1,1962
1433,2026-01-01,email,Australia,VIC,mobile,makeup,0,1,1965
1434,2025-06-15,organic_search,Australia,NZ-WGN,desktop,skincare,0,0,1979
1435,2026-08-13,organic_search,Australia,NSW,desktop,skincare,0,0,1974
1436,2024-05-31,direct,Australia,NZ-WGN,desktop,skincare,0,0,1989
1437,2026-08-04,paid_social,Australia,NSW,mobile,personal_care,0,1,1991
1438,2025-08-30,paid_social,Australia,NZ-AUK,desktop,skincare,1,1,1965
1439,2025-02-23,paid_social,Australia,QLD,mobile,makeup,1,0,1990
1440,2026-05-15,email,Australia,QLD,mobile,skincare,1,1,1975
1441,2025-07-31,email,New Zealand,QLD,mobile,makeup,0,1,1988
1442,2024-11-30,direct,Australia,NSW,tablet,accessories,0,1,1981
1443,2026-07-20,paid_social,New Zealand,WA,mobile,makeup,1,1,1999
1444,2024-10-21,direct,Australia,NZ-WGN,desktop,accessories,1,1,1987
1445,2026-01-24,paid_social,New Zealand,VIC,mobile,personal_care,0,1,1974
1446,2024-07-04,organic_search,Australia,QLD,desktop,skincare,0,1,1980
1447,2025-09-28,referral,Australia,NSW,tablet,personal_care,0,1,1967
1448,2025-06-13,referral,Australia,WA,tablet,personal_care,1,1,1960
1449,2024-01-21,paid_social,Australia,QLD,mobile,personal_care,0,0,1989
1450,2026-06-29,direct,New Zealand,NZ-WGN,desktop,accessories,0,0,1961
1451,2026-05-16,email,Australia,QLD,tablet,skincare,1,0,1983
1452,2026-03-04,paid_social,Australia,VIC,tablet,personal_care,1,0,1964
1453,2024-04-09,paid_social,Australia,NZ-AUK,tablet,personal_care,0,0,1971
1454,2026-01-21,email,New Zealand,VIC,desktop,makeup,0,1,1964
1455,2025-04-22,paid_social,Australia,SA,mobile,makeup,1,1,1993
1456,2026-07-28,organic_search,Australia,NZ-AUK,mobile,skincare,0,1,1973
1457,2025-06-09,email,Australia,NZ-AUK,tablet,makeup,0,0,1971
1458,2024-11-29,organic_search,Australia,NZ-WGN,mobile,accessories,1,1,1986
1459,2024-01-02,referral,New Zealand,NZ-AUK,tablet,accessories,1,1,1961
1460,2025-01-09,email,Australia,QLD,desktop,accessories,0,1,1995
1461,2024-10-19,email,Australia,SA,mobile,personal_care,1,1,2004
1462,2026-04-16,direct,Australia,NZ-WGN,desktop,skincare,0,0,1997
1463,2026-10-01,direct,New Zealand,NSW,mobile,accessories,1,0,1962
1464,2025-07-06,email,Australia,NZ-WGN,desktop,accessories,1,0,1995
1465,2024-11-13,referral,New Zealand,VIC,desktop,accessories,1,0,1967
1466,2025-01-15,paid_social,Australia,NZ-AUK,mobile,accessories,1,1,1961
1467,2024-01-14,direct,New Zealand,NZ-AUK,tablet,accessories,1,0,2000
1468,2025-05-18,referral,New Zealand,WA,tablet,accessories,1,0,2001
1469,2024-08-18,referral,Australia,QLD,desktop,skincare,0,1,1988
1470,2024-05-09,direct,New Zealand,NZ-WGN,desktop,accessories,0,0,2004
1471,2026-04-17,paid_social,Australia,QLD,tablet,skincare,0,1,1984
1472,2026-06-09,direct,Australia,SA,mobile,skincare,0,1,1963
1473,2024-01-28,referral,New Zealand,VIC,mobile,skincare,0,1,1969
1474,2024-03-06,organic_search,Australia,NZ-AUK,desktop,accessories,0,1,2003
1475,2024-09-17,direct,Australia,NZ-AUK,mobile,accessories,1,0,1976
1476,2025-04-04,referral,Australia,SA,desktop,skincare,0,1,1960
1477,2024-10-27,direct,Australia,NZ-WGN,mobile,skincare,0,1,1962
1478,2026-07-07,referral,New Zealand,QLD,desktop,accessories,0,0,1997
1479,2024-10-13,paid_social,Australia,VIC,mobile,makeup,0,0,1989
1480,2026-10-30,referral,New Zealand,QLD,desktop,makeup,1,1,1964
1481,2025-09-21,email,Australia,VIC,tablet,makeup,0,0,2003
1482,2024-09-26,organic_search,Australia,NZ-WGN,tablet,accessories,0,1,1970
1483,2025-08-14,referral,Australia,QLD,tablet,skincare,1,1,1968
1484,2026-04-23,direct,Australia,WA,tablet,makeup,0,1,1973
1485,2026-05-11,direct,Australia,NZ-AUK,desktop,personal_care,0,1,1978
1486,2024-05-12,referral,Australia,NZ-WGN,mobile,personal_care,0,0,1972
1487,2026-08-29,email,Australia,NZ-WGN,desktop,skincare,0,1,1980
1488,2025-05-27,referral,Australia,SA,desktop,personal_care,1,1,1998
1489,2024-11-08,paid_social,Australia,VIC,desktop,accessories,0,1,2002
1490,2025-07-29,email,Australia,SA,mobile,personal_care,0,1,1961
1491,2026-06-04,referral,Australia,VIC,desktop,skincare,0,0,1989
1492,2025-11-17,organic_search,New Zealand,NZ-WGN,tablet,makeup,0,0,1982
1493,2024-06-13,email,Australia,VIC,tablet,accessories,0,1,1986
1494,2024-10-31,referral,Australia,NZ-AUK,desktop,skincare,0,1,1960
1495,2024-06-04,organic_search,New Zealand,VIC,tablet,accessories,0,1,1966
1496,2025-09-11,referral,Australia,QLD,tablet,makeup,1,1,1961
1497,2026-08-14,paid_social,Australia,NSW,mobile,makeup,1,1,1982
1498,2024-11-29,direct,New Zealand,QLD,desktop,makeup,0,1,1990
1499,2026-08-26,referral,Australia,NSW,desktop,accessories,1,1,1988
1500,2025-05-25,email,Australia,NZ-AUK,tablet,personal_care,1,1,1973
1501,2026-11-09,referral,Australia,NZ-AUK,desktop,accessories,1,1,2002
1502,2024-10-08,referral,New Zealand,QLD,desktop,makeup,0,1,1964
1503,2026-03-07,referral,New Zealand,NSW,tablet,accessories,1,1,1970
1504,2026-10-21,referral,New Zealand,NZ-WGN,tablet,accessories,1,1,2000
1505,2024-04-28,email,Australia,NZ-AUK,desktop,personal_care,1,1,1992
1506,2026-11-24,email,Australia,VIC,mobile,makeup,1,1,1988
1507,2024-07-16,referral,Australia,VIC,tablet,personal_care,0,1,1965
1508,2025-04-29,direct,Australia,NSW,desktop,makeup,0,0,1966
1509,2026-12-18,referral,New Zealand,NSW,tablet,skincare,1,0,2004
1510,2026-04-16,email,Australia,SA,desktop,makeup,0,1,1969
1511,2026-10-05,paid_social,Australia,VIC,desktop,accessories,0,1,1979
1512,2025-11-21,referral,Australia,QLD,mobile,skincare,0,1,1968
1513,2026-11-01,referral,Australia,SA,tablet,accessories,1,1,1976
1514,2025-05-04,referral,Australia,NZ-WGN,mobile,skincare,0,1,1995
1515,2024-10-02,referral,Australia,NSW,tablet,accessories,1,1,1965
1516,2025-11-23,organic_search,Australia,NZ-WGN,mobile,skincare,1,1,1960
1517,2024-08-29,referral,Australia,NZ-AUK,tablet,skincare,0,0,1970
1518,2024-05-05,email,New Zealand,QLD,mobile,accessories,1,1,2002
1519,2024-08-04,email,New Zealand,WA,mobile,skincare,0,0,1976
1520,2026-11-28,organic_search,Australia,WA,tablet,accessories,0,1,1998
1521,2025-05-09,referral,New Zealand,NZ-WGN,mobile,personal_care,1,1,1968
1522,2025-03-02,direct,Australia,NZ-WGN,mobile,accessories,0,1,1975
1523,2026-07-07,referral,Australia,NZ-AUK,tablet,personal_care,0,1,1986
1524,2024-05-30,email,Australia,WA,tablet,skincare,0,0,2000
1525,2025-01-18,paid_social,Australia,NZ-AUK,desktop,makeup,1,1,1964
1526,2024-11-03,paid_social,Australia,QLD,tablet,personal_care,0,0,1997
1527,2026-01-15,direct,Australia,NZ-AUK,desktop,makeup,0,1,1967
1528,2026-06-10,referral,Australia,NZ-WGN,mobile,makeup,1,0,1968
1529,2025-01-09,organic_search,Australia,NSW,tablet,accessories,0,1,1972
1530,2026-10-28,referral,Australia,QLD,desktop,accessories,0,0,1962
1531,2024-05-08,direct,Australia,SA,tablet,makeup,1,1,1986
1532,2026-10-11,direct,Australia,SA,desktop,accessories,1,1,1996
1533,2025-10-30,direct,Australia,WA,desktop,makeup,1,1,1979
1534,2025-05-31,paid_social,Australia,NZ-WGN,tablet,accessories,1,1,1992
1535,2024-03-26,referral,Australia,NSW,mobile,accessories,0,1,1972
1536,2024-11-06,referral,Australia,NZ-WGN,mobile,accessories,1,1,1983
1537,2025-03-02,organic_search,Australia,SA,desktop,makeup,0,1,2001
1538,2024-04-23,direct,New Zealand,VIC,desktop,skincare,0,1,1983
1539,2024-10-29,direct,Australia,NZ-WGN,mobile,accessories,0,1,1979
1540,2026-01-13,email,Australia,VIC,tablet,accessories,1,0,1986
1541,2025-08-10,email,Australia,WA,tablet,makeup,0,1,1977
1542,2026-09-13,paid_social,Australia,NZ-WGN,mobile,personal_care,0,1,1987
1543,2024-12-10,referral,Australia,WA,mobile,makeup,0,0,1995
1544,2026-03-24,organic_search,New Zealand,WA,mobile,accessories,0,1,1992
1545,2026-03-11,organic_search,Australia,SA,desktop,accessories,1,1,1991
1546,2026-10-21,direct,New Zealand,NSW,mobile,skincare,0,1,1966
1547,2026-12-12,organic_search,Australia,NZ-AUK,mobile,accessories,0,0,1974
1548,2026-12-28,direct,Australia,NZ-AUK,mobile,personal_care,1,1,1973
1549,2024-12-26,referral,New Zealand,WA,mobile,accessories,1,1,1994
1550,2026-10-06,organic_search,New Zealand,QLD,tablet,accessories,1,0,1999
1551,2025-12-04,direct,New Zealand,WA,tablet,skincare,0,1,1990
1552,2025-07-28,referral,New Zealand,NZ-WGN,mobile,personal_care,0,1,1990
1553,2025-11-18,referral,Australia,NZ-AUK,desktop,personal_care,1,1,1985
1554,2026-02-19,direct,Australia,NZ-AUK,desktop,accessories,1,0,1984
1555,2025-08-07,direct,Australia,NZ-AUK,tablet,personal_care,0,0,1965
1556,2025-08-11,paid_social,Australia,SA,desktop,skincare,1,1,1986
1557,2025-05-03,referral,Australia,NSW,desktop,makeup,0,1,1991
1558,2026-08-28,direct,Australia,WA,tablet,accessories,0,1,1971
1559,2025-05-08,referral,Australia,VIC,mobile,accessories,0,1,1989
1560,2024-01-19,organic_search,New Zealand,WA,mobile,personal_care,0,1,1983
1561,2025-01-31,email,Australia,WA,tablet,accessories,0,1,1983
1562,2026-09-27,email,Australia,NSW,mobile,accessories,0,1,1981
1563,2026-04-30,direct,Australia,QLD,mobile,skincare,0,1,1963
1564,2026-04-01,direct,Australia,WA,tablet,makeup,1,0,1978
1565,2025-03-30,referral,Australia,WA,tablet,makeup,0,0,1984
1566,2025-12-25,direct,New Zealand,NZ-AUK,tablet,personal_care,0,0,1964
1567,2026-12-24,referral,Australia,SA,desktop,skincare,1,1,1963
1568,2025-12-11,direct,New Zealand,NSW,tablet,skincare,0,1,1988
1569,2024-05-22,referral,Australia,SA,tablet,skincare,0,0,1968
1570,2026-07-05,direct,Australia,NZ-AUK,tablet,skincare,1,1,1997
1571,2026-04-07,paid_social,Australia,WA,tablet,accessories,0,1,1999
1572,2025-08-27,referral,Australia,WA,mobile,personal_care,0,0,1993
1573,2024-10-31,paid_social,Australia,VIC,tablet,personal_care,0,0,1967
1574,2026-01-05,paid_social,Australia,SA,tablet,accessories,1,1,1970
1575,2024-10-17,paid_social,Australia,NZ-AUK,desktop,personal_care,1,1,1993
1576,2024-04-11,paid_social,Australia,NSW,desktop,skincare,0,1,1991
1577,2026-05-16,organic_search,New Zealand,NZ-WGN,mobile,accessories,0,1,1991
1578,2026-08-25,email,Australia,NZ-WGN,tablet,accessories,0,0,1964
1579,2026-08-31,organic_search,Australia,NZ-WGN,tablet,makeup,0,1,1991
1580,2026-04-21,direct,Australia,WA,tablet,accessories,0,1,1964
1581,2026-08-19,direct,Australia,VIC,desktop,makeup,1,1,1991
1582,2026-07-30,email,Australia,VIC,mobile,accessories,1,1,1960
1583,2026-10-23,email,Australia,NZ-WGN,desktop,personal_care,1,1,1965
1584,2024-03-25,email,Australia,QLD,tablet,makeup,1,0,1998
1585,2024-11-23,paid_social,Australia,NSW,desktop,makeup,0,0,1984
1586,2026-03-26,organic_search,Australia,NZ-WGN,tablet,makeup,1,1,1986
1587,2025-03-29,direct,Australia,VIC,tablet,makeup,1,1,1973
1588,2025-09-20,organic_search,Australia,NSW,tablet,skincare,0,1,1968
1589,2025-10-26,organic_search,Australia,NZ-WGN,mobile,accessories,0,1,1987
1590,2024-01-12,organic_search,Australia,WA,desktop,skincare,0,0,1983
1591,2024-10-30,email,Australia,NZ-WGN,tablet,personal_care,1,0,1968
1592,2026-09-01,email,Australia,QLD,tablet,accessories,1,0,1995
1593,2026-02-21,direct,Australia,NZ-AUK,mobile,skincare,1,1,1998
1594,2024-02-12,direct,Australia,NSW,mobile,accessories,1,1,1996
1595,2026-08-01,direct,New Zealand,NZ-AUK,tablet,skincare,0,1,2001
1596,2024-12-08,organic_search,Australia,QLD,tablet,personal_care,1,0,1993
1597,2025-05-12,email,New Zealand,NZ-AUK,tablet,skincare,1,1,1962
1598,2024-12-29,paid_social,Australia,NSW,tablet,personal_care,0,0,1980
1599,2026-06-09,organic_search,Australia,NZ-AUK,mobile,makeup,1,1,1998
1600,2025-03-02,referral,Australia,NSW,desktop,skincare,0,0,1996
1601,2026-10-01,organic_search,Australia,SA,mobile,makeup,1,1,2001
1602,2024-01-21,email,New Zealand,QLD,mobile,personal_care,0,1,1995
1603,2025-02-10,referral,New Zealand,NSW,desktop,makeup,1,1,1961
1604,2025-09-10,organic_search,Australia,SA,tablet,skincare,0,0,1976
1605,2026-10-11,email,Australia,SA,tablet,accessories,0,0,2000
1606,2024-12-01,email,Australia,QLD,desktop,skincare,0,0,1988
1607,2025-02-02,paid_social,New Zealand,WA,mobile,makeup,0,1,1984
1608,2026-03-03,organic_search,Australia,QLD,tablet,makeup,0,0,1980
1609,2025-12-15,email,Australia,NSW,desktop,skincare,0,1,1978
1610,2024-02-20,direct,Australia,WA,desktop,skincare,1,1,1988
1611,2024-11-19,email,New Zealand,QLD,desktop,skincare,0,0,1962
1612,2026-02-27,paid_social,New Zealand,QLD,tablet,skincare,0,1,1998
1613,2024-05-20,email,New Zealand,QLD,desktop,personal_care,1,1,1971
1614,2025-04-14,organic_search,Australia,QLD,mobile,accessories,1,1,2003
1615,2026-02-25,organic_search,Australia,WA,mobile,makeup,0,0,1985
1616,2026-08-21,referral,Australia,NSW,desktop,personal_care,0,0,1998
1617,2026-10-04,organic_search,Australia,SA,desktop,skincare,0,1,1990
1618,2025-01-07,referral,Australia,QLD,desktop,skincare,0,0,1967
1619,2025-05-08,direct,Australia,SA,mobile,personal_care,0,1,1994
1620,2026-01-20,paid_social,Australia,SA,tablet,skincare,1,1,1964
1621,2024-10-17,direct,Australia,SA,mobile,makeup,0,1,1986
1622,2024-04-15,referral,New Zealand,QLD,desktop,makeup,0,1,1985
1623,2025-10-31,email,Australia,QLD,tablet,makeup,0,1,1986
1624,2024-01-02,email,Australia,NZ-AUK,tablet,personal_care,0,1,1972
1625,2025-08-11,direct,Australia,QLD,desktop,skincare,1,1,1982
1626,2025-10-05,email,Australia,NZ-WGN,desktop,personal_care,1,1,1960
1627,2024-03-30,referral,New Zealand,QLD,mobile,makeup,1,1,1987
1628,2024-12-15,paid_social,Australia,VIC,mobile,personal_care,0,1,1974
1629,2026-11-28,organic_search,Australia,NSW,mobile,skincare,1,1,1972
1630,2026-06-27,referral,Australia,VIC,desktop,skincare,1,0,1999
1631,2024-06-07,referral,Australia,NZ-AUK,tablet,accessories,0,0,1964
1632,2026-08-16,organic_search,Australia,NZ-WGN,mobile,accessories,1,0,1998
1633,2024-11-07,organic_search,Australia,WA,desktop,accessories,0,0,1985
1634,2025-03-20,paid_social,Australia,NZ-WGN,tablet,makeup,1,1,1966
1635,2024-10-24,paid_social,Australia,VIC,desktop,accessories,0,0,1994
1636,2026-08-09,paid_social,New Zealand,VIC,desktop,makeup,0,1,1981
1637,2024-02-05,email,New Zealand,VIC,desktop,personal_care,0,1,1968
1638,2025-07-12,referral,New Zealand,NSW,mobile,skincare,1,1,1960
1639,2026-06-09,organic_search,New Zealand,SA,desktop,personal_care,0,1,1974
1640,2024-05-20,referral,Australia,WA,desktop,accessories,0,0,1989
1641,2026-06-05,referral,Australia,WA,desktop,accessories,1,0,1962
1642,2025-12-26,paid_social,Australia,NZ-WGN,mobile,makeup,1,0,1965
1643,2026-11-15,paid_social,Australia,NSW,desktop,makeup,0,0,1990
1644,2025-06-04,referral,Australia,NZ-AUK,desktop,personal_care,0,1,1964
1645,2024-01-10,paid_social,Australia,NZ-WGN,mobile,personal_care,1,1,1963
1646,2026-09-10,email,Australia,VIC,desktop,accessories,1,1,1984
1647,2025-01-12,organic_search,Australia,SA,tablet,makeup,1,1,1970
1648,2025-11-12,referral,Australia,NZ-WGN,desktop,makeup,1,1,2002
1649,2025-08-06,organic_search,Australia,NZ-WGN,desktop,personal_care,0,1,1973
1650,2024-05-31,email,Australia,QLD,mobile,makeup,1,1,1984
1651,2025-12-20,paid_social,Australia,NZ-WGN,mobile,personal_care,0,1,1986
1652,2026-12-08,direct,New Zealand,NSW,mobile,skincare,0,1,1988
1653,2026-05-08,email,Australia,NZ-AUK,mobile,accessories,0,0,2000
1654,2024-02-19,direct,Australia,SA,tablet,makeup,1,1,1960
1655,2025-10-25,organic_search,Australia,NZ-AUK,desktop,makeup,0,0,1964
1656,2025-06-14,referral,Australia,NSW,desktop,skincare,1,0,1980
1657,2026-12-19,paid_social,Australia,NSW,tablet,skincare,0,1,1999
1658,2026-05-06,email,Australia,QLD,mobile,skincare,1,1,1996
1659,2024-05-25,paid_social,New Zealand,NZ-AUK,desktop,personal_care,0,1,1993
1660,2026-07-03,direct,Australia,SA,tablet,personal_care,1,1,1961
1661,2026-09-19,direct,Australia,NZ-AUK,desktop,skincare,1,1,2004
1662,2024-08-29,referral,Australia,NZ-WGN,tablet,accessories,0,1,1977
1663,2025-08-03,direct,Australia,NZ-AUK,tablet,accessories,1,1,1974
1664,2025-11-17,referral,Australia,VIC,desktop,makeup,1,1,1992
1665,2025-04-27,email,Australia,NZ-AUK,mobile,personal_care,0,0,1970
1666,2025-11-03,referral,New Zealand,SA,mobile,accessories,0,0,1988
1667,2025-09-22,direct,Australia,NZ-WGN,tablet,makeup,1,1,1988
1668,2025-10-22,organic_search,Australia,SA,mobile,accessories,0,1,1967
1669,2025-10-23,referral,Australia,VIC,desktop,personal_care,0,1,1960
1670,2026-03-15,paid_social,New Zealand,QLD,tablet,accessories,1,1,1989
1671,2025-02-22,organic_search,Australia,SA,desktop,accessories,0,1,2002
1672,2026-09-14,referral,Australia,NZ-AUK,desktop,personal_care,1,1,1969
1673,2025-10-11,paid_social,New Zealand,NZ-AUK,mobile,makeup,0,1,1965
1674,2026-08-26,organic_search,Australia,VIC,desktop,makeup,0,0,2004
1675,2025-08-12,referral,Australia,NSW,tablet,skincare,1,1,1960
1676,2025-05-23,email,New Zealand,NSW,tablet,makeup,1,1,1968
1677,2025-03-16,paid_social,Australia,NZ-WGN,desktop,skincare,0,1,2002
1678,2026-07-09,email,Australia,VIC,desktop,personal_care,0,1,1975
1679,2026-02-08,direct,Australia,NSW,tablet,makeup,0,0,1962
1680,2024-09-19,referral,Australia,SA,mobile,personal_care,1,1,2001
1681,2025-09-28,referral,Australia,VIC,mobile,makeup,0,1,1961
1682,2025-04-03,paid_social,Australia,NZ-AUK,mobile,accessories,0,1,1967
1683,2026-09-25,referral,Australia,NZ-WGN,desktop,makeup,1,1,1989
1684,2025-11-30,direct,Australia,NZ-WGN,desktop,accessories,1,0,1977
1685,2024-10-28,referral,Australia,SA,tablet,makeup,1,0,1962
1686,2025-07-07,organic_search,New Zealand,WA,tablet,personal_care,0,1,1965
1687,2024-10-14,email,Australia,QLD,tablet,skincare,0,1,2004
1688,2025-09-12,direct,New Zealand,NZ-AUK,tablet,makeup,0,0,1972
1689,2026-10-02,direct,Australia,NZ-AUK,mobile,personal_care,1,1,1974
1690,2024-02-05,email,Australia,QLD,desktop,accessories,0,1,1981
1691,2026-01-13,email,New Zealand,QLD,desktop,accessories,0,1,1978
1692,2024-12-18,direct,Australia,VIC,mobile,accessories,0,1,2003
1693,2024-03-13,email,Australia,WA,tablet,accessories,1,1,1967
1694,2025-10-09,paid_social,Australia,QLD,tablet,personal_care,1,1,1973
1695,2026-12-29,email,Australia,SA,desktop,makeup,1,1,1982
1696,2025-02-28,organic_search,Australia,NZ-AUK,tablet,accessories,0,1,1984
1697,2026-09-25,organic_search,New Zealand,QLD,desktop,accessories,1,1,1992
1698,2025-12-08,paid_social,Australia,WA,mobile,makeup,0,1,1960
1699,2025-07-14,email,New Zealand,SA,desktop,personal_care,0,1,1960
1700,2026-04-07,organic_search,Australia,SA,mobile,accessories,1,1,1976
1701,2026-08-13,referral,New Zealand,VIC,tablet,skincare,0,0,1977
1702,2025-05-31,email,Australia,VIC,desktop,personal_care,0,1,1984
1703,2025-03-03,paid_social,New Zealand,NSW,tablet,skincare,1,1,1974
1704,2024-06-08,email,Australia,WA,tablet,personal_care,0,1,1986
1705,2024-05-28,direct,New Zealand,NZ-WGN,tablet,accessories,0,1,1989
1706,2026-02-14,direct,Australia,SA,desktop,personal_care,1,1,1968
1707,2024-03-07,organic_search,Australia,WA,tablet,personal_care,0,1,1984
1708,2026-10-10,direct,Australia,QLD,desktop,skincare,0,0,1993
1709,2025-01-15,paid_social,New Zealand,NZ-WGN,tablet,personal_care,1,0,1999
1710,2024-02-27,organic_search,Australia,NZ-AUK,mobile,personal_care,0,0,1999
1711,2024-12-07,paid_social,Australia,QLD,desktop,accessories,0,1,1970
1712,2025-12-27,paid_social,Australia,NZ-AUK,mobile,makeup,0,1,1974
1713,2026-02-08,direct,Australia,NSW,mobile,skincare,0,0,1988
1714,2025-09-05,direct,Australia,SA,desktop,skincare,1,1,1989
1715,2024-12-19,paid_social,Australia,NZ-AUK,desktop,makeup,1,1,1970
1716,2024-04-25,direct,Australia,SA,desktop,skincare,0,0,1960
1717,2025-10-23,direct,Australia,NZ-AUK,tablet,accessories,0,1,1976
1718,2025-03-28,direct,New Zealand,NSW,tablet,personal_care,0,1,1970
1719,2024-10-13,email,New Zealand,QLD,mobile,personal_care,0,1,1988
1720,2026-10-13,paid_social,Australia,SA,desktop,accessories,1,1,1971
1721,2024-11-06,referral,Australia,NZ-WGN,mobile,skincare,0,0,1989
1722,2024-07-26,paid_social,Australia,NZ-AUK,tablet,personal_care,1,1,2003
1723,2025-09-09,organic_search,Australia,WA,mobile,makeup,0,1,1986
1724,2025-03-21,direct,Australia,SA,mobile,personal_care,1,0,1995
1725,2025-10-31,direct,Australia,NZ-AUK,desktop,accessories,0,1,1974
1726,2025-09-24,referral,Australia,NZ-AUK,desktop,personal_care,1,1,1968
1727,2024-02-24,organic_search,Australia,QLD,mobile,accessories,1,0,1990
1728,2026-06-30,email,Australia,SA,tablet,skincare,0,1,1984
1729,2026-11-01,paid_social,Australia,SA,mobile,makeup,1,0,1974
1730,2025-10-18,email,Australia,VIC,tablet,accessories,1,1,1993
1731,2026-09-06,organic_search,New Zealand,NZ-AUK,mobile,makeup,0,0,1975
1732,2025-05-29,referral,Australia,SA,mobile,skincare,0,1,1982
1733,2024-08-24,organic_search,Australia,NZ-AUK,desktop,skincare,0,1,1992
1734,2024-12-13,referral,Australia,NSW,mobile,accessories,0,1,1988
1735,2025-09-18,email,Australia,NSW,tablet,personal_care,0,1,1991
1736,2025-09-21,email,Australia,WA,mobile,makeup,0,0,1991
1737,2024-12-29,organic_search,Australia,SA,mobile,personal_care,1,0,1975
1738,2024-11-16,organic_search,Australia,WA,tablet,makeup,1,1,1974
1739,2024-10-12,direct,Australia,QLD,mobile,skincare,0,1,1980
1740,2024-05-28,referral,Australia,NZ-AUK,mobile,skincare,0,0,1987
1741,2025-02-09,direct,Australia,QLD,mobile,skincare,1,1,1973
1742,2026-09-04,paid_social,Australia,VIC,mobile,personal_care,0,0,1980
